X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
769	[1]	-0.1198847	-0.1198847	-0.07145874	0.31266	-0.2913148	0.4410354	0.2282469	0.0242682	0.3005345	0.183717	0.2923283	-0.3762031	0.1319235	0.5213245	0.5462828	-0.4140486	0.009416093	-0.3305783	0.3596195	0.2921777	-0.2937591	0.2736157	-0.08925678	0.1848369	0.4328921	-0.001213031	0.3949973	0.03446709	-0.2122709	-0.3528489	0.0006408251	-0.1908492	-0.4182694	-0.4219018	-0.3882294	0.1240549	-0.09545224	0.1694413	0.3868213	0.2325776	0.4426114	0.2405489	0.3867484	0.4603573	0.3092547	0.3147324	0.2230988	-0.5591793	-0.1986431	-0.2591816	0.07210617
770	[1]	-0.3038819	-0.3038819	-0.03924012	0.5342269	-0.2685332	0.372334	0.2044304	-0.1393267	0.3266385	0.2073416	0.3872627	-0.2194295	0.3324215	0.4642852	0.6037038	-0.3894359	0.209356	-0.1513834	0.347699	0.1153444	-0.3235302	0.5088838	-0.3020642	0.3634292	0.3184771	0.1554213	0.4893864	0.1361247	-0.2582793	-0.2786953	0.1775969	-0.09644195	-0.2425636	-0.3700781	-0.3066278	0.3438023	-0.03766981	-0.03330082	0.2278384	0.2474191	0.5090024	0.1534093	0.2854883	0.5315587	0.3319636	0.4178136	0.04318289	-0.524615	-0.4435739	-0.3185535	0.2569653
771	[1]	-0.1891232	-0.1891232	0.2114371	0.3415163	-0.006233267	0.3884436	0.2572257	-0.06878504	0.3832936	0.1377546	0.1848459	-0.2423764	0.2268186	0.5663429	0.4316191	-0.1975632	0.1670585	-0.08505237	0.2906285	0.1363791	-0.3333646	0.13367	-0.356528	0.3887705	0.1355519	0.3250456	0.4559168	0.02913097	-0.1083248	-0.08057842	0.07505089	0.1578342	-0.2422787	-0.2508335	-0.1965131	0.2872485	-0.04534623	0.2419801	0.2524431	0.6349264	0.358862	0.2096681	0.3472816	0.3461738	0.1583682	0.1019827	0.18649	-0.1981159	-0.1895743	-0.2419711	0.442927
772	[1]	0.1768966	0.1768966	-0.2188174	-0.3977472	0.1878202	-0.4696291	-0.1043571	0.1482471	-0.4258045	-0.3864945	-0.2948168	0.06920379	-0.3096143	-0.2808436	-0.4551417	0.07815513	-0.0219518	-0.06479446	-0.5238527	-0.02725691	0.05124988	-0.2651401	0.2292468	-0.1987222	-0.2515667	-0.09866224	-0.415833	-0.1629066	0.07464222	0.08957265	-0.02393416	-0.1212688	0.1716229	0.3420155	0.2468531	-0.3166343	0.323257	0.06578235	-0.1738976	-0.3867841	-0.4897535	-0.3271572	-0.2670286	-0.3086864	-0.2529364	-0.2307482	-0.1114797	-0.01333875	0.234191	-0.0148659	-0.3172595
773	[1]	0.1730809	0.1730809	0.08384545	0.2100429	-0.3811625	0.51121	-0.08043697	0.3285914	0.4543676	0.4354336	0.1701377	-0.4391887	-0.08949363	-0.03165528	-0.02447647	-0.1867098	-0.244908	-0.1165357	0.4614423	0.2694124	0.2360022	-0.04221397	0.2427907	-0.1229873	0.322033	-0.2025745	0.1126481	0.04507209	0.1664151	-0.08672223	-0.1685433	-0.1132877	-0.3935945	-0.4734474	-0.4383071	0.08950534	-0.5196439	0.2806554	0.375592	0.07383376	0.1562145	-0.03280181	0.3392162	0.1298298	0.3081092	0.39301	0.05216088	-0.2725333	0.2805457	0.5337324	0.03747475
774	[1]	-0.01507494	-0.01507494	-0.2762776	-0.4080644	0.1888714	-0.3959639	-0.3609925	0.0006140835	-0.3601267	-0.3709546	-0.3314819	0.09256713	-0.3806587	-0.414537	-0.4779303	0.2827059	-0.1125604	-0.01581251	-0.4608315	-0.07458865	0.1380924	-0.400099	0.205993	-0.08978869	-0.3290013	-0.109716	-0.3867475	-0.1258238	0.2113004	0.2054481	-0.03968125	-0.06570533	0.1638335	0.3701678	0.1882285	-0.3416334	0.1684371	0.1047034	-0.3228852	-0.3991907	-0.4575989	-0.2299931	-0.3120186	-0.3990704	-0.172249	-0.3290817	-0.2176384	0.2853165	0.4708429	-0.06374097	-0.2784382
775	[1]	-0.07075183	-0.07075183	0.03357282	0.556845	-0.4577419	0.6944313	0.228309	0.04015918	0.6583626	0.5138002	0.4755951	-0.6049848	0.2877916	0.5297903	0.6810003	-0.510191	0.08708155	-0.2490927	0.499592	0.3685452	-0.3001743	0.4319347	-0.1386188	0.2387429	0.6510352	0.02899003	0.6206948	0.2005536	-0.3257025	-0.5178432	0.06701205	-0.125597	-0.5462758	-0.7209719	-0.5870941	0.3453489	-0.3372264	0.1037832	0.4120445	0.3838377	0.6812537	0.2552282	0.5433963	0.5815895	0.5672886	0.5300415	0.2383394	-0.635863	-0.2387547	-0.0008961538	0.3352165
776	[1]	0.05050596	0.05050596	0.1186706	0.2007658	0.3082176	0.01210031	0.007146902	-0.05085931	0.09489316	0.08151113	0.1110352	-0.08641418	0.151877	-0.01836243	0.1840075	0.1804837	0.3119764	0.2895141	0.03725677	0.1657341	-0.0935804	0.1866141	-0.03699786	0.0602678	0.1583381	0.1982099	0.1427703	0.09844457	-0.04799854	0.1370565	0.2889946	-0.1444812	0.1760865	0.07850775	-0.03267388	0.3033382	0.06600077	-0.09367155	0.06254662	0.1563301	0.1744356	0.2359932	-0.02583579	0.1924604	0.04180292	-0.1249825	-0.05053918	0.1386451	-0.2108769	-0.111329	0.05848544
777	[1]	0.2898895	0.2898895	0.1655678	-0.198484	0.4247655	-0.550524	-0.03944414	0.0002590064	-0.386527	-0.1867366	-0.02758081	0.4833149	0.05955172	-0.4121149	-0.3741673	0.3398397	0.2660234	0.2400121	-0.3429355	-0.2152437	0.4678582	-0.06321377	0.1345226	-0.1519167	-0.46464	-0.126734	-0.3480506	0.06223822	0.3592836	0.3897026	0.03150691	-0.1002817	0.4739762	0.6355487	0.3136212	-0.2804426	0.2603635	-0.347686	-0.391644	-0.3311516	-0.3850701	-0.241804	-0.5580259	-0.4405306	-0.2324117	-0.2401667	-0.1788834	0.5089248	-0.09574515	0.2018446	-0.2086192
778	[1]	-0.07226066	-0.07226066	0.1652031	0.4599231	-0.2381744	0.4435349	0.2742032	0.06891305	0.4106306	0.3110627	0.3262625	-0.3816992	0.1608248	0.2066998	0.4334784	-0.1513501	0.1034058	-0.04974323	0.3204812	0.1388322	-0.1422592	0.2986844	-0.05686297	0.3121314	0.3296285	0.07160308	0.4338698	0.0377205	-0.2726344	-0.290924	0.03168666	-0.07359816	-0.2652528	-0.4416485	-0.3940818	0.3290796	-0.2481378	0.05577844	0.2596769	0.1496787	0.4210744	0.05283589	0.3803723	0.4287033	0.217716	0.3521597	0.1054755	-0.361511	-0.2733576	-0.1798069	0.287359
779	[1]	-0.3558511	-0.3558511	0.1650446	0.4442065	-0.1940389	0.301079	0.2815436	-0.158879	0.350472	0.2057682	0.4733245	-0.2113433	0.3422039	0.4216906	0.5744187	-0.2543503	0.3715502	-0.1751333	0.1538971	0.1012025	-0.4720898	0.4554286	-0.2760655	0.4785491	0.2586273	0.2950119	0.5067309	0.2784164	-0.1897015	-0.2005494	0.2395585	-0.1415333	-0.187865	-0.2511817	-0.1940401	0.3199214	0.1147159	0.1343895	0.2360843	0.2136069	0.513828	0.2023535	0.4333732	0.3948845	0.3701139	0.3401252	-0.03029643	-0.4316408	-0.4291111	-0.3363717	0.336326
780	[1]	-0.01201895	-0.01201895	0.024417	-0.04632374	-0.07612048	-0.137502	-0.1212002	-0.03791832	-0.231064	0.1140417	0.1166767	0.06829707	0.02604284	-0.5266682	-0.3399576	-0.02375148	-0.2670035	0.3098231	-0.1164906	-0.1362325	0.2741032	0.02872841	0.21087	-0.146458	-0.224001	-0.3007342	-0.2721677	0.1577636	0.02056382	0.07275016	-0.09432612	-0.007775949	0.233002	0.1855573	0.09126226	-0.1582932	-0.1333789	-0.07639012	-0.05043641	-0.2537724	-0.2299709	-0.3331174	-0.1880458	-0.3447297	0.06304553	0.06556369	-0.135649	0.2357543	0.3008413	0.006989697	-0.2764686
781	[1]	-0.2006165	-0.2006165	-0.02413247	0.3173656	-0.2092778	0.1957922	0.2942038	-0.1596058	0.1952863	0.06572621	0.1628358	-0.07530516	0.1672198	0.3997239	0.4507476	-0.2921834	0.1879244	-0.1702729	0.09273954	-0.04959523	-0.388043	0.2871116	-0.2996487	0.3716438	0.2370227	0.175551	0.3803003	-0.001173401	-0.3964903	-0.2903869	0.07203694	0.0004910939	-0.1801044	-0.3051385	-0.1642109	0.2481359	0.02318722	-0.01360861	0.09542497	0.1561661	0.3522984	0.1064087	0.3103228	0.4270325	0.0780986	0.2142451	0.1321932	-0.3996332	-0.4882737	-0.3345056	0.3224019
782	[1]	-0.3211567	-0.3211567	0.1558523	-0.1462279	0.03198895	-0.1604741	0.04935876	-0.2169036	-0.1745155	-0.1307685	0.08525249	0.2682753	0.1157848	0.1457857	0.2533268	0.1585955	0.06620222	0.04834876	-0.0768265	-0.1477833	-0.05355017	0.07471237	-0.1689139	0.1841841	-0.2574705	0.1250328	0.06104209	-0.0430945	0.06866701	0.06588438	-0.03961655	0.150094	0.2518508	0.2391615	0.351069	0.002407352	0.2507939	-0.1713382	-0.1569108	-0.1757948	0.09674038	0.00523546	-0.1055764	-0.1689695	-0.1065453	-0.01767676	-0.2427349	0.05121715	-0.3283147	-0.4302637	-0.0148884
783	[1]	-0.1698909	-0.1698909	0.160258	0.4983317	-0.2703483	0.5629866	0.2163476	0.004373674	0.5710591	0.3565084	0.3704051	-0.4841062	0.2162052	0.5652126	0.6881012	-0.3203751	0.1810715	-0.1985003	0.3678489	0.1949208	-0.3965536	0.3684586	-0.1931711	0.4323962	0.4260331	0.1499741	0.58138	0.1165616	-0.3551669	-0.3785829	0.1144367	-0.05822828	-0.42724	-0.547613	-0.4580197	0.3508416	-0.2216597	0.1266141	0.3370457	0.3662637	0.6574802	0.289752	0.4844761	0.5397756	0.3194815	0.3980335	0.1833234	-0.5104587	-0.3411355	-0.1874982	0.3481342
784	[1]	-0.2021803	-0.2021803	0.2357658	0.6918855	-0.4006956	0.6960621	0.3515878	-0.04040028	0.696038	0.5291317	0.5727655	-0.5441589	0.393364	0.5234557	0.6974013	-0.4986978	0.2249167	-0.142662	0.499906	0.199036	-0.3897364	0.554796	-0.2207201	0.3754687	0.5648936	0.1491131	0.6498219	0.3073101	-0.3027992	-0.3461588	0.2002546	-0.1658161	-0.4840539	-0.698936	-0.5584181	0.4764645	-0.285824	0.09985728	0.4019923	0.4231519	0.7551811	0.2467775	0.5970492	0.6239713	0.5092263	0.5793394	0.2188743	-0.6350317	-0.4011654	-0.117684	0.400886
785	[1]	-0.1898323	-0.1898323	0.187353	0.5815126	-0.4336634	0.6615981	-0.1431485	0.06942207	0.6463655	0.6746422	0.4491119	-0.5029219	0.3328294	0.07520267	0.276786	-0.3604336	0.2267027	-0.02730811	0.3516219	0.184229	-0.2231179	0.3298048	0.02076973	0.372035	0.3095454	0.1169973	0.4225253	0.4287805	-0.2044005	-0.3297121	0.1990669	-0.01390336	-0.3135838	-0.5703234	-0.3758885	0.3363156	-0.3792765	0.08223779	0.2428117	0.1938852	0.5227647	0.2229767	0.4491404	0.3123095	0.4064733	0.60146	-0.2248641	-0.330198	-0.002349794	0.2606474	0.3649493
786	[1]	-0.1506616	-0.1506616	0.1489126	0.6589204	-0.44194	0.70653	0.1637086	0.0862181	0.7243206	0.6386296	0.5262912	-0.6356652	0.3042344	0.3275424	0.5230379	-0.4457236	0.2045006	-0.1198503	0.4425268	0.2655615	-0.3228394	0.4471152	-0.04246398	0.3954912	0.5978781	0.09071109	0.6202228	0.3830405	-0.2190779	-0.3343311	0.2397285	-0.2215804	-0.4976205	-0.698708	-0.6150724	0.3369133	-0.326893	0.2138672	0.405528	0.2284826	0.6823811	0.2718623	0.6188597	0.5665679	0.5913364	0.618112	0.07948696	-0.5973643	-0.1228893	0.1271075	0.3425074
787	[1]	-0.2018304	-0.2018304	-0.148376	0.1126698	-0.2771058	0.1873783	-0.08673212	-0.1596806	-0.02155067	0.2352598	0.1813842	-0.1285489	0.08035938	-0.07634006	0.02725516	-0.3607589	-0.1456159	0.1113401	0.158945	-0.1266034	0.08299207	0.1324823	0.1660132	-0.02903514	0.03383174	-0.330715	0.0008797439	0.1885673	-0.1401162	-0.1308899	0.0003231608	-0.2125385	0.01440656	-0.132674	-0.1040648	-0.1487316	-0.1920732	-0.1018213	0.06289799	-0.1463381	0.0642208	-0.07429819	-0.0193983	-0.02785656	0.07076532	0.317536	0.008331303	-0.2863228	-0.02578338	-0.08633826	-0.08472319
788	[1]	-0.328486	-0.328486	0.1940226	0.4978529	-0.1613292	0.3605123	0.3496463	-0.1342036	0.4172786	0.2381855	0.4780624	-0.1558066	0.487321	0.5036559	0.6436855	-0.3182584	0.4492474	-0.1942907	0.1222696	0.07273009	-0.4893388	0.5469003	-0.4260753	0.4295484	0.2586621	0.3436565	0.6580922	0.3135496	-0.2181161	-0.1820565	0.3240006	-0.06093015	-0.2612834	-0.2704002	-0.2760856	0.4427111	0.1451896	-0.02022333	0.125682	0.3313945	0.5781357	0.1882725	0.3390749	0.4661375	0.4545443	0.4017892	-0.02841943	-0.3596019	-0.4602369	-0.3216508	0.457098
789	[1]	0.1735761	0.1735761	0.03048666	-0.1095535	0.1528893	-0.125099	-0.2621049	0.1196338	-0.1176039	0.07161818	-0.08240599	0.08118945	-0.07235374	-0.4502753	-0.3231243	0.1904483	0.01948874	0.284653	-0.1063205	-0.0646124	0.3167794	-0.1484458	0.301726	-0.1833169	-0.1935331	-0.1289063	-0.2387074	0.0255708	0.06614324	0.1958419	-0.007248332	0.0423906	0.2834129	0.2376579	0.1303118	-0.07835392	-0.05321492	-0.1649527	-0.1194382	-0.2154778	-0.2010809	-0.05140559	-0.3086132	-0.3060802	-0.1154429	-0.08954978	-0.259524	0.3950792	0.2259278	0.2793181	-0.2282128
790	[1]	0.03491829	0.03491829	0.1900807	0.4196995	-0.3777878	0.5759869	-0.1514129	0.2570403	0.5364552	0.5904849	0.3810474	-0.3656915	0.21493	-0.06690239	0.1362464	-0.314903	0.06220498	-0.155427	0.3813442	0.163492	0.01108921	0.2368155	0.1979622	0.01838487	0.2874246	0.001765571	0.2324042	0.3522062	-0.1196803	-0.1913005	0.1001393	-0.08772468	-0.3482793	-0.4718492	-0.4051026	0.2824903	-0.3923599	0.1229239	0.3242143	0.1431053	0.3790286	0.06112406	0.3473225	0.1616313	0.4418286	0.5498139	-0.1249436	-0.2107462	0.1029673	0.4365854	0.08717694
791	[1]	-0.09960723	-0.09960723	0.2008574	0.5749471	-0.5256937	0.6405034	0.1711515	0.08933185	0.6923116	0.6516062	0.4961836	-0.5078994	0.3170101	0.1509299	0.3586315	-0.3535782	0.004290354	-0.2019045	0.3738995	0.1130145	-0.2177486	0.3590961	-0.08390175	0.3124754	0.3692268	-0.03117599	0.4567315	0.3587028	-0.1347507	-0.3364722	0.02999139	-0.0325135	-0.5238476	-0.6971814	-0.5612758	0.3334658	-0.4491869	0.02257421	0.2225814	0.136326	0.5710863	0.08919031	0.4883233	0.3236234	0.5360478	0.6624816	-0.003985851	-0.441942	-0.02613404	0.2298825	0.4190149
792	[1]	0.2132425	0.2132425	-0.206328	-0.5174406	0.1087778	-0.5268661	-0.2048356	0.1933106	-0.6168699	-0.3306549	-0.3063763	0.3534142	-0.2334974	-0.4803022	-0.5383979	0.1613146	-0.3111592	0.1239012	-0.2426585	-0.2156845	0.4429111	-0.2733038	0.2563091	-0.4374763	-0.4397564	-0.4107585	-0.6174477	-0.166553	0.2373545	0.2384899	-0.2072758	0.1335561	0.4007905	0.5764369	0.4173411	-0.4840288	0.04796642	-0.1512414	-0.2688487	-0.4363303	-0.5696395	-0.260377	-0.5572462	-0.5110583	-0.3616729	-0.2135025	-0.1528579	0.2879172	0.2256936	0.09245828	-0.4711713
793	[1]	0.04883383	0.04883383	0.2132413	0.5539201	-0.3850915	0.7018442	-0.09063071	0.2564861	0.7068498	0.648162	0.4488312	-0.6114624	0.2190323	0.1063966	0.3211036	-0.3217045	0.07204446	-0.1696806	0.5111798	0.354341	-0.1068235	0.3251326	0.144997	0.101566	0.4552191	0.05739419	0.3745906	0.3434596	-0.08875421	-0.2246443	0.1419741	-0.2117099	-0.4800246	-0.6575561	-0.5331022	0.3452383	-0.4828571	0.1833773	0.4249691	0.2396042	0.5450602	0.1407047	0.4748536	0.3304512	0.5267755	0.5865147	-0.0132856	-0.4270936	0.09112993	0.3498162	0.1272582
794	[1]	0.137799	0.137799	-0.06814312	0.248316	-0.1800738	0.4080706	-0.2770528	0.2437633	0.3722415	0.2954513	0.09471743	-0.5354247	-0.1214386	0.009186057	0.1200973	-0.07914	-0.006189276	-0.06784648	0.3514319	0.4038287	0.002115265	0.01879179	0.3643402	-0.03549278	0.4602359	0.002823009	0.152231	0.05418219	-0.09869685	-0.2788765	0.1033918	-0.2445548	-0.3386914	-0.4175537	-0.4133942	0.01433146	-0.3239867	0.2154795	0.3350164	0.04199312	0.2681332	0.1814556	0.3264572	0.2862647	0.2619026	0.1796372	0.1110521	-0.2863531	0.3033618	0.3228662	-0.1670613
795	[1]	0.3393105	0.3393105	-0.03966746	-0.3478292	-0.09768473	-0.2813044	-0.1793022	0.3453795	-0.2795701	-0.1383762	-0.1861678	0.1177557	-0.28305	-0.3902077	-0.513881	-0.03577865	-0.2753229	-0.012872	-0.2417932	-0.2225765	0.4416152	-0.1701779	0.4415546	-0.3402655	-0.347294	-0.4428307	-0.4120296	-0.1393005	0.2332928	0.1459625	-0.2737536	0.1773277	0.08839747	0.2499325	0.129719	-0.4080647	-0.145694	-0.1516812	-0.2391943	-0.4134583	-0.4431683	-0.4354078	-0.3722769	-0.4404137	-0.1616799	0.05696307	-0.1051766	0.08432776	0.4015068	0.3242201	-0.4280161
796	[1]	0.1522548	0.1522548	0.07556712	0.3740954	-0.340065	0.5705029	-0.1409282	0.3848388	0.5246312	0.5143814	0.3241762	-0.5957703	0.03300945	0.03864699	0.1706519	-0.2434696	-0.06272903	-0.09363725	0.4639936	0.3346296	0.07783007	0.1726468	0.2862189	-0.05993809	0.4747812	-0.09550613	0.2563163	0.2256637	-0.1684076	-0.3018791	0.04470671	-0.2021734	-0.3895437	-0.5134567	-0.5019071	0.1613785	-0.4261314	0.2711433	0.5151752	0.1232753	0.3497533	0.1549393	0.3936507	0.2696453	0.4491773	0.4418793	0.1224896	-0.3759793	0.2010262	0.4569078	-0.04473148
797	[1]	0.1433015	0.1433015	-0.07346714	0.230635	-0.03690935	0.2381691	0.2483706	0.03392402	0.2863589	0.0637841	0.04916065	-0.3652106	-0.05793126	0.2459954	0.2745617	-0.08136018	0.09680699	-0.1999048	0.1053684	0.2404147	-0.2792732	0.2032145	0.05084107	-0.06284076	0.5415097	-0.01155279	0.2528425	-0.07830163	-0.1540236	-0.1914368	0.1061568	-0.2001567	-0.338813	-0.374484	-0.400072	0.2836483	-0.1162317	0.09247058	0.1978977	0.2065229	0.2741892	0.015661	0.3325231	0.505701	0.1175249	0.041726	0.3636099	-0.3673122	-0.09862886	0.0300038	0.08796374
798	[1]	0.3688643	0.3688643	0.02891596	0.2644739	-0.1941531	0.3336876	-0.08188824	0.3117614	0.3897949	0.3706033	0.1504767	-0.4750756	0.001143251	0.03456349	0.09125326	-0.1710084	-0.00936743	-0.08882802	0.1620157	0.2964502	-0.03529456	0.08374338	0.3080843	0.02331203	0.3000032	-0.1314055	0.09755486	0.09722039	-0.1900434	-0.294358	-0.03862531	-0.2294723	-0.3728131	-0.4001102	-0.4450007	0.02092854	-0.353011	0.04596212	0.2706211	-0.04199887	0.2398199	0.03398402	0.2370485	0.1319445	0.1766469	0.3262684	0.006478639	-0.3006345	0.1339632	0.4976688	-0.07937791
799	[1]	-0.02308641	-0.02308641	0.3133533	0.4872069	-0.4909714	0.7715829	0.2642648	0.2634389	0.6655712	0.6426162	0.4921163	-0.5936293	0.150309	0.274355	0.3435927	-0.4743624	0.03382885	-0.1311976	0.5348771	0.3610786	-0.08082339	0.2843503	0.1006647	0.2654292	0.5469224	-0.001006912	0.5281701	0.2576146	-0.1509392	-0.2617818	0.03535271	-0.09972613	-0.4383131	-0.7028811	-0.4985666	0.2991295	-0.3834608	0.3832142	0.5562914	0.1998158	0.4880671	0.1849407	0.7032474	0.4302081	0.5518259	0.579302	0.1228377	-0.5406864	-0.04276924	0.1437565	0.2175985
800	[1]	-0.3305033	-0.3305033	0.1859595	0.6785218	-0.406548	0.6701617	0.1926779	-0.04604988	0.7349679	0.5357359	0.5635698	-0.491756	0.4490789	0.5079991	0.6330788	-0.4983285	0.3659033	-0.2080338	0.3361269	0.1494906	-0.5492416	0.5518855	-0.2516033	0.4353199	0.4445357	0.2652908	0.7039897	0.4092551	-0.2177194	-0.2260574	0.3072575	-0.1225506	-0.5021827	-0.5685938	-0.5445778	0.4845643	-0.212767	0.1309404	0.3103897	0.4357512	0.7524885	0.3106271	0.5371067	0.5699155	0.5969558	0.6366211	-0.05675733	-0.5558922	-0.2217171	0.01730879	0.5187747
801	[1]	0.1307825	0.1307825	0.2456364	0.08723822	-0.2668847	0.1729671	0.2713793	0.2843466	0.1612341	0.1953935	0.2107779	-0.1086254	0.1207052	0.1049356	0.07466955	-0.270451	0.09799311	-0.2709767	0.05433226	-0.001191909	-0.03473219	0.2610756	0.06918641	0.01128063	0.1103788	-0.1195813	0.1372862	0.09823019	0.05988078	0.01396236	0.01945167	-0.0734498	-0.2569086	-0.1761271	-0.183637	-0.004172536	-0.1327109	-0.09134678	0.06349168	-0.1744194	0.1721597	0.04747793	0.06270516	0.2085121	0.1357778	0.4215296	-0.08076281	-0.3229526	-0.1102875	0.04018548	-0.08968392
802	[1]	-0.05284357	-0.05284357	0.1346906	0.5595262	-0.5278727	0.7414957	0.03464014	0.214014	0.7566555	0.6041973	0.4520299	-0.7324409	0.2082812	0.3571987	0.4268334	-0.5113351	0.07880172	-0.1685272	0.4907226	0.2712542	-0.2496864	0.3254426	0.1059511	0.230356	0.5407402	0.05834495	0.4842226	0.3534069	-0.186435	-0.3553046	0.1430822	-0.1982711	-0.5667032	-0.7322897	-0.5933075	0.2312224	-0.4623802	0.2652126	0.3941432	0.2926673	0.6204045	0.224164	0.5923801	0.4379288	0.5783783	0.6308396	0.08391906	-0.6082177	0.06610092	0.2598302	0.2358357
803	[1]	-0.1655569	-0.1655569	0.08584488	0.5863396	-0.5072675	0.7376405	0.05735122	0.1121725	0.7033714	0.5741648	0.4653725	-0.6603264	0.164995	0.3061829	0.4655744	-0.4748519	0.07255037	-0.2017264	0.5712451	0.3841482	-0.2745864	0.392278	0.01689877	0.1988239	0.7069952	0.1652701	0.4888227	0.323718	-0.2400012	-0.3571519	0.2360531	-0.2305526	-0.4961644	-0.7658684	-0.5429196	0.3907338	-0.4118072	0.3905374	0.5540896	0.3564927	0.6322193	0.2808642	0.6977867	0.6141877	0.641801	0.5302291	0.151993	-0.5830167	0.009523881	0.08149844	0.1523115
804	[1]	-0.004997003	-0.004997003	0.2015767	0.5795337	-0.5104553	0.8022266	0.001326772	0.3014123	0.7628457	0.6820515	0.5258789	-0.6762571	0.2744351	0.2790665	0.4483359	-0.4588499	0.02102655	-0.1124285	0.6192508	0.3008744	-0.1019176	0.3108587	0.01537366	0.1950993	0.4817285	-0.03670501	0.470822	0.3646789	-0.1657895	-0.2841011	0.04653106	-0.2209947	-0.5569013	-0.6929648	-0.6410236	0.2869059	-0.5050575	0.250793	0.5031469	0.2853678	0.6421431	0.3423317	0.5179437	0.3333125	0.5672851	0.6827194	0.05323874	-0.5147554	-0.02960786	0.3719426	0.2135513
805	[1]	-0.2373377	-0.2373377	0.01668655	0.1077601	-0.3111756	0.07030784	-0.1445104	-0.4120268	0.1855365	0.2599595	0.08751977	-0.1106662	0.04960814	0.07575829	0.01051869	-0.212104	0.04285071	0.1430227	-0.08492768	-0.125352	-0.1709352	-0.01601506	-0.06701413	0.4487203	-0.00720193	0.01597615	0.04177163	0.09367686	-0.2442404	-0.2994642	-0.1772179	0.4633862	0.1021143	-0.2851696	0.1419207	0.05203746	-0.1739245	-0.1447718	-0.2662805	0.01337444	0.07561947	0.07628942	0.1338965	-0.0700473	0.09134335	0.06497765	-0.2587102	-0.01963483	-0.1356557	-0.01741317	0.4384539
806	[1]	-0.1312103	-0.1312103	0.1536681	0.5778707	-0.4282259	0.6535576	0.3379283	0.06087528	0.657632	0.4692009	0.4545275	-0.5276886	0.3028848	0.4458436	0.6168547	-0.4492104	0.1977583	-0.1910364	0.3692524	0.1752421	-0.4176406	0.4447377	-0.1909076	0.3505023	0.5399817	0.1470106	0.6550292	0.2113096	-0.3959826	-0.3685131	0.127923	-0.1456035	-0.4983181	-0.6561839	-0.5514739	0.4488349	-0.2723975	0.1435729	0.3768269	0.3477018	0.6630764	0.1862157	0.5819206	0.5881439	0.4628912	0.5747307	0.1410778	-0.5972806	-0.3394048	-0.06481292	0.4263313
807	[1]	-0.2033554	-0.2033554	0.0313185	0.5021013	-0.3538634	0.5662058	0.3136992	-0.03000997	0.4899079	0.333842	0.396495	-0.3517073	0.289318	0.5376298	0.6937979	-0.4402338	0.1532493	-0.25049	0.3895505	0.2314523	-0.4018613	0.4345689	-0.2722988	0.3019059	0.5219519	0.1908522	0.5848926	0.1075402	-0.4080195	-0.455312	0.1013599	-0.05644513	-0.3972092	-0.5604393	-0.4043755	0.4550702	-0.1486915	0.1187757	0.4032872	0.4032594	0.6192545	0.2783354	0.5218094	0.6200263	0.3691159	0.412322	0.1815441	-0.5149448	-0.4074634	-0.2485195	0.3599731
808	[1]	-0.2022539	-0.2022539	0.251716	0.6303801	-0.297548	0.5357741	0.3551747	-0.09541453	0.6002502	0.4591265	0.5156627	-0.451091	0.3494652	0.4264177	0.6272955	-0.3526997	0.3155192	-0.1237165	0.3217359	0.1774202	-0.3855605	0.5108685	-0.2390457	0.4539199	0.4906258	0.2250404	0.6116359	0.296603	-0.2861931	-0.2926593	0.2567134	-0.2016347	-0.3740487	-0.5908259	-0.4612713	0.4267703	-0.172718	0.09114241	0.3004396	0.2676027	0.6664831	0.170723	0.5471307	0.5767786	0.4414606	0.4811161	0.1243423	-0.5443521	-0.4365346	-0.1824432	0.4075055
809	[1]	-0.07684511	-0.07684511	-0.1111517	-0.03806426	-0.0986549	-0.07464109	0.0472481	-0.1849977	-0.2604802	0.05707474	0.07761701	0.219456	0.07199891	-0.1809558	-0.1118527	-0.1735308	-0.17255	0.2087979	-0.05281841	-0.1772899	0.2829432	0.0520528	0.05128974	0.004240204	-0.182868	-0.3007635	-0.139109	0.09936182	-0.1576664	-0.08626128	-0.1086609	-0.1219938	0.2708815	0.08953707	0.134751	-0.1332751	0.06480715	-0.1885082	-0.111462	-0.2129833	-0.1567593	-0.1931412	-0.1478798	-0.2122352	-0.08607293	0.07631452	0.01510556	0.1041402	-0.09305562	-0.2296882	-0.2133181
