X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
810	[1]	-0.4329649	-0.4329649	0.3085057	0.7142435	-0.2631913	0.5122728	0.1689448	-0.194982	0.6012868	0.5276928	0.6265836	-0.3043564	0.5518994	0.3555222	0.6482029	-0.4193031	0.5296082	0.01720358	0.2672898	0.1392951	-0.5022941	0.6363265	-0.3372674	0.4819404	0.4135923	0.4640319	0.6459628	0.5217825	-0.219493	-0.1468926	0.5125677	-0.2616941	-0.2328068	-0.4481728	-0.3307091	0.5741786	0.004343143	0.1254171	0.2797617	0.3502534	0.7557092	0.2409458	0.5567296	0.532409	0.5624489	0.5374331	-0.1182067	-0.4268173	-0.454517	-0.149297	0.4528195
811	[1]	0.07256736	0.07256736	-0.346655	-0.4608419	-0.07118166	-0.4381561	-0.1400032	0.07482894	-0.6649548	-0.3525907	-0.1935828	0.4037525	-0.209285	-0.3548385	-0.343156	0.01777724	-0.3520178	-0.02296297	-0.176872	-0.1510269	0.4081317	-0.147033	0.1924	-0.3736961	-0.318755	-0.4847643	-0.5152846	-0.1744238	0.0252168	-0.04648302	-0.264796	-0.02199239	0.3373003	0.4517735	0.3460715	-0.4661462	0.09642374	-0.1808666	-0.1607751	-0.5176441	-0.4889211	-0.1711196	-0.4558411	-0.3842727	-0.288459	-0.1280697	-0.08668408	0.139808	0.0780448	-0.1255151	-0.5317809
812	[1]	-0.3932315	-0.3932315	0.1861544	0.6722268	-0.4917342	0.705305	0.3032776	-0.07523002	0.6850072	0.5488619	0.6064144	-0.4426508	0.4257241	0.4129834	0.6747604	-0.5123473	0.3025928	-0.2095471	0.4137329	0.2094113	-0.4948461	0.5540232	-0.2927115	0.4232358	0.5728035	0.3117225	0.7140702	0.4086111	-0.2875997	-0.3292397	0.3204175	-0.2039933	-0.4538212	-0.6301239	-0.5028889	0.5111993	-0.2189649	0.2809942	0.454756	0.4098142	0.7531701	0.2820869	0.7002648	0.642505	0.6376445	0.617428	0.01544348	-0.5373735	-0.2859792	-0.1360981	0.4742802
813	[1]	-0.1561521	-0.1561521	0.2846613	0.6577374	-0.3545053	0.5996851	0.1159462	0.03940302	0.6917565	0.4485888	0.5116149	-0.567955	0.2811628	0.4004319	0.4991741	-0.4386982	0.2037581	-0.2795937	0.3942051	0.08977103	-0.3394759	0.4069291	-0.1222629	0.2433117	0.3779811	0.2325941	0.4967266	0.3516688	-0.00518773	-0.1336692	0.1642341	-0.292194	-0.5399834	-0.594338	-0.5193529	0.3300026	-0.3696187	0.2235367	0.4640951	0.4746851	0.6176497	0.1411641	0.4808714	0.4168317	0.4729818	0.5204402	0.1486315	-0.5415073	-0.02516959	0.0491057	0.2882659
814	[1]	0.1304139	0.1304139	0.005587018	0.4427391	-0.1754219	0.6172144	-0.006033197	0.2256673	0.6408955	0.3702235	0.2731465	-0.6843436	0.08349278	0.5070535	0.5835881	-0.2424015	0.08159559	-0.3150913	0.5313567	0.5574075	-0.3210526	0.3105757	0.02061145	-0.02188578	0.736948	0.1148571	0.4614916	0.0989622	-0.1364959	-0.312345	0.1775827	-0.2859549	-0.5844377	-0.6274296	-0.5905894	0.4014619	-0.3147444	0.278649	0.5429971	0.4765568	0.6117211	0.2855309	0.5381478	0.6403923	0.4488217	0.3177296	0.3389933	-0.6086083	-0.0969807	0.1763622	0.1240481
815	[1]	-0.2441117	-0.2441117	0.2073928	0.3669051	-0.3500649	0.2018487	0.2163024	-0.2460332	0.3418767	0.3563266	0.2713204	-0.08681361	0.2415353	0.08345331	0.2092878	-0.1835282	0.2380256	0.1473211	0.06192765	-0.1333561	-0.1199586	0.2075569	-0.1049497	0.531543	0.1119358	0.2349017	0.3636914	0.153172	-0.1531281	-0.2021182	0.009857857	0.3084087	0.03206106	-0.3357125	-0.02848841	0.2073747	-0.09464992	-0.1304487	-0.1833726	0.00102073	0.2638947	-0.07458289	0.3094523	0.1772909	0.2892479	0.2956591	-0.280197	-0.08357342	-0.2715393	-0.0823355	0.5579073
816	[1]	-0.1144794	-0.1144794	0.2431817	0.6275147	-0.5356469	0.7612828	0.07027387	0.1781691	0.7881732	0.7003727	0.5834798	-0.6496197	0.3595862	0.3069585	0.4328383	-0.5469125	0.2007999	-0.1948551	0.419202	0.2409683	-0.2862609	0.4656474	0.01399732	0.2911228	0.459641	0.05670155	0.5632318	0.4697073	-0.1339612	-0.2954112	0.2036875	-0.1925453	-0.5708323	-0.6988902	-0.6020216	0.3073139	-0.4149222	0.1449419	0.3658351	0.249194	0.6645327	0.2360938	0.5328921	0.4148533	0.6344435	0.7607265	-0.0481683	-0.5980661	0.01807241	0.2916767	0.3054988
817	[1]	0.1839501	0.1839501	-0.3135858	-0.5345237	0.2315233	-0.5875564	-0.1323135	0.01352143	-0.5265055	-0.5151663	-0.4592108	0.2039209	-0.445919	-0.4946553	-0.6048338	0.3287914	-0.2668609	-0.008903582	-0.5539915	-0.1258267	0.135365	-0.4354913	0.2729619	-0.2690486	-0.3338587	-0.1995057	-0.5726792	-0.2879302	0.155121	0.204588	-0.1718258	-0.04611265	0.1578793	0.4297509	0.2138165	-0.4546232	0.186511	0.01752531	-0.3501957	-0.4672429	-0.6114732	-0.4050711	-0.3767819	-0.4209122	-0.2835203	-0.4293853	-0.1196287	0.3281209	0.4660399	-0.009273602	-0.3516591
818	[1]	0.09148663	0.09148663	-0.1884054	-0.6234437	0.167946	-0.6944484	-0.15237	0.02716944	-0.7572105	-0.5560726	-0.339199	0.491201	-0.2716591	-0.3899649	-0.4864281	0.279262	-0.2175011	0.06188651	-0.4940158	-0.2174346	0.2879772	-0.2568948	0.1344489	-0.3511582	-0.489565	-0.2172219	-0.6164992	-0.1968759	0.09347241	0.0713547	-0.2010091	0.220308	0.4870681	0.6114922	0.6176312	-0.4491185	0.3136261	-0.1910351	-0.3570655	-0.530583	-0.6488212	-0.2445485	-0.5274854	-0.5525412	-0.418948	-0.4130879	-0.2037399	0.3675234	0.1110741	-0.1689654	-0.4373699
819	[1]	-0.01910198	-0.01910198	-0.007911243	-0.001461495	-0.05968676	-0.07106866	0.2644308	0.07369439	-0.1388669	-0.06543455	0.1097813	0.02769158	-0.01413423	-0.008099536	-0.0554395	-0.05107684	0.07800067	-0.143802	-0.144983	-0.05084972	-0.0445871	0.120241	0.08852596	0.0123936	-0.03427793	-0.1584314	0.06583421	-0.02209931	-0.08905009	-0.09731514	-0.008594098	-0.08302103	0.01131348	0.1355625	-0.05066988	-0.06984619	0.1002276	-0.04308291	0.09169878	-0.1856146	-0.1025324	-0.1075638	0.01470732	0.09251834	-0.02717495	0.1209762	0.04482507	-0.2197573	-0.04731476	-0.1087126	0.003185609
820	[1]	-0.2005831	-0.2005831	0.212533	-0.06382595	0.4016114	-0.4649776	0.02380582	-0.4041449	-0.3159816	-0.1185124	0.01614799	0.4550099	0.2288222	-0.2696565	-0.1010427	0.3078896	0.3595659	0.4323589	-0.434259	-0.290791	-0.006452946	0.0492642	-0.139529	0.2200174	-0.4351895	0.2544243	-0.1840562	0.1640814	0.03503454	0.2653277	0.2411439	0.0791137	0.634663	0.4862487	0.520978	0.066009	0.3656598	-0.3587958	-0.4395561	-0.2029933	-0.1402015	-0.02556408	-0.3442055	-0.3107377	-0.245419	-0.3149882	-0.416461	0.5400545	-0.3017636	-0.3445942	0.1371902
821	[1]	-0.4684421	-0.4684421	0.2570051	0.4469269	-0.1243358	0.2835449	0.2072143	-0.2467241	0.3426737	0.2523349	0.382755	-0.08295651	0.3961803	0.3168566	0.4303837	-0.1848102	0.4364079	-0.1554499	0.07996755	-0.09359815	-0.4322744	0.3950965	-0.3326306	0.5025556	0.05094147	0.3057422	0.4512195	0.2714289	-0.07036601	-0.07308743	0.294987	-0.0005082164	-0.1520232	-0.2215536	-0.1376851	0.362557	0.1286379	-0.05491144	0.0190292	0.1562327	0.4635386	0.09827123	0.2749611	0.3337851	0.1933411	0.3770112	-0.1674327	-0.3304796	-0.4350297	-0.2440758	0.5172976
822	[1]	-0.2202356	-0.2202356	0.2386484	0.5790296	-0.3403189	0.5767432	0.1099127	0.06531154	0.6147794	0.537841	0.447548	-0.6237959	0.2398745	0.1103936	0.3987157	-0.2719648	0.1743428	0.02953563	0.3138642	0.2129903	-0.3586478	0.3105785	0.04223909	0.3433584	0.4245545	0.2387227	0.4005454	0.3476644	-0.248752	-0.2487944	0.2486549	-0.29644	-0.3084294	-0.578951	-0.4046516	0.3770563	-0.2502389	0.238217	0.4091895	0.1573889	0.5917451	0.2060253	0.5649859	0.3731809	0.4478814	0.4695457	-0.1276855	-0.3726838	-0.01001175	0.009912763	0.2644471
823	[1]	0.2455446	0.2455446	0.007847072	0.2747425	-0.1478273	0.4933063	-0.1517509	0.3465895	0.5309975	0.3871061	0.09718943	-0.5342136	-0.09911087	0.1765659	0.167971	-0.05815242	-0.1424967	-0.114901	0.4724553	0.4039994	0.01959536	-0.02800431	0.1744688	-0.03195249	0.4467417	0.008970106	0.2183467	0.02200853	-0.03905702	-0.1712458	-0.02987146	-0.1933977	-0.4111569	-0.4935342	-0.4645956	0.1855777	-0.4014772	0.3270358	0.501516	0.2644189	0.3004439	0.2417451	0.390947	0.2932303	0.295459	0.2185442	0.2185976	-0.2907855	0.2297045	0.4746131	0.03481964
824	[1]	-0.2137503	-0.2137503	0.1073552	0.5303717	-0.3163009	0.5605304	0.2779417	-0.01549938	0.4974351	0.3488847	0.4418785	-0.3900066	0.3018818	0.5392532	0.6491739	-0.4261862	0.239692	-0.2164954	0.3376463	0.1833385	-0.3804226	0.4845618	-0.2458027	0.3563139	0.4563555	0.1327703	0.626788	0.2071769	-0.3442698	-0.3439536	0.1782606	-0.1494213	-0.3917748	-0.5182434	-0.4387925	0.3917544	-0.1259785	0.09662233	0.3646574	0.3259931	0.6161987	0.2941482	0.4708694	0.5656238	0.356094	0.4569072	0.1989369	-0.5798476	-0.368374	-0.2270392	0.2661253
825	[1]	-0.128006	-0.128006	0.3685168	0.6578487	-0.2616151	0.3956392	0.3873378	0.03752792	0.4742509	0.4578086	0.5237304	-0.219012	0.496346	0.06069927	0.3618946	-0.3337292	0.4046218	0.05887297	0.1768892	-0.03766355	-0.2136785	0.4641968	-0.2489205	0.4233383	0.1422627	0.2488309	0.4127482	0.381041	-0.2761753	-0.2100951	0.2392478	-0.2179725	-0.1338943	-0.3379181	-0.2779281	0.4153081	-0.1142224	-0.02369869	0.2005145	0.2409157	0.4763528	0.03239247	0.3552667	0.3405015	0.2819038	0.5255116	-0.1263894	-0.1716507	-0.393108	-0.03260289	0.4947871
826	[1]	-0.02385822	-0.02385822	-0.1191581	-0.0186134	-0.3611822	0.3237224	-0.1715994	0.1455041	0.1157586	0.247139	0.1230067	-0.2070315	-0.1054102	0.00945388	0.008363661	-0.2376294	-0.3135657	-0.07783637	0.3763007	0.1710975	0.316158	-0.09806938	0.2317796	-0.1246991	0.1862635	-0.2651979	-0.05217253	0.08176321	-0.09749085	-0.245787	-0.1632917	-0.02824734	-0.1024795	-0.2320666	-0.1456623	-0.1159735	-0.2939702	0.2292872	0.2473893	-0.02696171	0.05073351	0.1144392	0.1630901	-0.04360842	0.247073	0.1948876	0.044222	-0.0860015	0.182305	0.141827	-0.2117362
827	[1]	-0.03598759	-0.03598759	0.1643549	0.1384585	0.1250969	0.06932238	0.1623352	0.005528113	0.05667741	-0.02127604	0.07979555	-0.003844872	0.2124819	0.2485192	0.1395777	-0.0815899	0.1901646	-0.01302776	0.03153639	0.03763079	-0.05453295	0.02704515	-0.2484984	0.21665	-0.109533	0.1880182	0.1991537	0.0545248	0.04891353	0.05654622	0.0668862	0.06439939	-0.03283953	0.1054469	-0.0311445	-0.006914265	0.1064211	0.1301829	0.02415602	0.3454255	0.05219774	-0.0001991868	0.01640923	0.06041751	0.03633296	-0.0154647	0.0313343	0.0827088	-0.07856685	-0.1577337	0.2187832
828	[1]	0.2128691	0.2128691	0.08898672	-0.0775568	-0.07645482	-0.1412746	0.3027172	0.1764825	-0.1259393	-0.08114172	0.1352691	0.08521785	-0.05087734	0.01185464	0.03031652	-0.0535626	0.0284168	-0.1184286	-0.05287175	0.03813425	0.07116335	0.0691167	0.04655984	-0.1167912	0.1499317	-0.1051928	-0.01788583	-0.04304569	-0.2011786	-0.1724191	-0.1381954	0.05103376	0.03624664	0.06651893	0.001134182	-0.04431144	0.07163695	-0.001728695	0.1798017	-0.1816538	-0.08240634	0.1012692	0.0490423	0.0309039	0.1474205	-0.04427804	0.09935031	-0.03325637	-0.2475636	0.01881794	-0.03734604
829	[1]	-0.07852752	-0.07852752	0.02753882	0.3598491	-0.4054097	0.5607411	0.2913264	0.1102518	0.4802643	0.3265559	0.3818018	-0.4940663	0.06713169	0.4915844	0.5472249	-0.4077071	0.01976364	-0.356393	0.440734	0.3357521	-0.1923545	0.3234341	-0.03023359	0.1957469	0.5847242	-0.03189685	0.4601996	0.1094647	-0.2478934	-0.4130971	0.07305612	-0.2297697	-0.4858335	-0.5889959	-0.5066476	0.1939165	-0.2678577	0.2673717	0.4488266	0.1795079	0.5187962	0.242394	0.5406582	0.5520559	0.4410937	0.4181056	0.303019	-0.646299	-0.2056475	-0.1281486	0.09411008
830	[1]	0.3682928	0.3682928	-0.2200239	-0.5239312	0.1021188	-0.4757249	-0.2269125	0.2875907	-0.5416193	-0.3757508	-0.3102231	0.242306	-0.3971483	-0.4573853	-0.6084227	0.2158524	-0.2938245	-0.03881542	-0.2905446	-0.1650599	0.5535813	-0.41656	0.4038717	-0.4598852	-0.422085	-0.4952113	-0.5982526	-0.2407417	0.2323105	0.1534235	-0.3500511	0.02906363	0.2129817	0.5234871	0.1997428	-0.6121029	-0.03124631	-0.1189266	-0.2075623	-0.5143192	-0.6372408	-0.2555181	-0.5688225	-0.5523497	-0.3425176	-0.2463299	-0.0794374	0.3012924	0.389232	0.276967	-0.517279
831	[1]	-0.101283	-0.101283	0.1264967	0.6360491	-0.4322356	0.8237846	-0.006494506	0.1821529	0.8155494	0.6725852	0.4590799	-0.7157347	0.2242213	0.339571	0.4686805	-0.426063	0.1357768	-0.2341389	0.5624646	0.3846695	-0.2338826	0.3540267	-0.01301439	0.2076249	0.6694554	0.1241089	0.5820943	0.3569178	-0.2161307	-0.4008703	0.268639	-0.2358613	-0.5814849	-0.7772461	-0.6583265	0.4323458	-0.4609833	0.3263817	0.5255598	0.4171534	0.6679935	0.2743189	0.6640378	0.6209803	0.6086133	0.5837364	0.1924618	-0.5828085	0.0146915	0.2693734	0.3519829
832	[1]	-0.02804273	-0.02804273	0.2460187	0.5904078	-0.2891184	0.6312489	-0.06236054	0.1862469	0.7564578	0.577852	0.3755638	-0.5677339	0.2952316	0.201394	0.3550383	-0.1738169	0.162579	-0.02247868	0.3473297	0.1750556	-0.2931679	0.2660844	-0.06966239	0.2776784	0.3651443	0.2095191	0.4815456	0.3163314	-0.2287723	-0.2471665	0.1480229	-0.06728196	-0.4981781	-0.5957615	-0.5738469	0.4439623	-0.3993884	0.1321681	0.2983207	0.3161594	0.5883814	0.2608091	0.4625384	0.3368345	0.4414471	0.4938915	-0.04960509	-0.3014959	0.002483806	0.4275417	0.4624862
833	[1]	-0.1667007	-0.1667007	0.2387364	0.7032606	-0.460281	0.8502458	0.1360841	0.12003	0.8733163	0.7279349	0.5663158	-0.6613188	0.3380164	0.3138038	0.4890395	-0.488663	0.2195937	-0.1497144	0.5491989	0.3382356	-0.3790631	0.4653531	-0.07781198	0.2601854	0.6736479	0.2457527	0.6324165	0.4664786	-0.1822205	-0.2503218	0.3250423	-0.1796079	-0.5577522	-0.7888567	-0.6285523	0.5522883	-0.4142577	0.3305159	0.5208907	0.4923557	0.7335996	0.3324706	0.7358304	0.6218136	0.7080614	0.6356667	0.08892131	-0.5181174	-0.02685709	0.2227689	0.4027488
834	[1]	-0.03374311	-0.03374311	0.4537054	0.5066153	-0.2170074	0.4877284	0.2789098	0.06470663	0.6518233	0.5497224	0.443502	-0.4506551	0.3503418	0.2157813	0.3561223	-0.1885665	0.3006045	0.04293106	0.1621981	-0.0443523	-0.1699655	0.2807141	-0.08182991	0.3632724	0.204404	0.1614631	0.4900822	0.3520642	-0.1972467	-0.1891376	0.1324435	0.05224723	-0.2483415	-0.4565111	-0.3645	0.3712092	-0.2882793	-0.07464803	0.09854657	0.2464856	0.4908524	0.1436716	0.315062	0.2184173	0.365352	0.4271285	-0.07640546	-0.1628991	-0.2087775	0.1256819	0.6053942
835	[1]	-0.304686	-0.304686	0.1946085	0.7247013	-0.3883697	0.6956491	0.2937791	-0.06232442	0.7275843	0.544274	0.5779551	-0.5663964	0.404485	0.495959	0.7230267	-0.4973552	0.3375305	-0.1708166	0.4238819	0.2120772	-0.4833138	0.5737484	-0.2089374	0.4240058	0.6070723	0.285955	0.7145144	0.3695759	-0.3468161	-0.3722042	0.3598036	-0.2691387	-0.4851513	-0.673769	-0.5736597	0.4787828	-0.2207744	0.2016775	0.4308865	0.4258713	0.8021226	0.2382865	0.6458825	0.7045823	0.5896788	0.5941523	0.1360189	-0.6218959	-0.3216091	-0.1219463	0.4416354
836	[1]	-0.3500548	-0.3500548	0.1502195	0.574463	-0.1696698	0.4497279	0.1963201	-0.228263	0.477874	0.3421091	0.5670316	-0.3054759	0.5112692	0.591413	0.7581407	-0.3945799	0.4066311	-0.1263305	0.395817	0.1069597	-0.3843256	0.567917	-0.3377476	0.3890837	0.3835811	0.2151787	0.567589	0.3903338	-0.2194874	-0.2638693	0.3431057	-0.2586494	-0.2540271	-0.3428192	-0.3299767	0.3538781	-0.04194263	0.02458324	0.2544633	0.4276124	0.6950404	0.3520299	0.3473463	0.5183535	0.4345058	0.414817	0.1384457	-0.525715	-0.6094704	-0.2698509	0.4223192
837	[1]	-0.311254	-0.311254	0.1540951	0.4075284	-0.03115203	0.2476708	0.2074711	-0.1956925	0.3457707	0.1494868	0.3333738	-0.09638868	0.4254677	0.4526653	0.6224654	-0.1903326	0.4256857	-0.04071691	0.123161	0.09657792	-0.5718311	0.4754214	-0.4838217	0.303717	0.3101584	0.4229366	0.5226425	0.2628422	-0.1191122	0.01222807	0.4032278	-0.1007486	-0.1658741	-0.1670011	-0.1692779	0.5109496	0.05593065	0.03907193	0.1163897	0.365636	0.5695879	0.3308538	0.3221494	0.4745522	0.2998438	0.2025234	-0.06020363	-0.2845901	-0.5349789	-0.290677	0.4656715
838	[1]	0.1975718	0.1975718	-0.1735255	0.1347992	-0.1910432	0.3391503	-0.3533508	0.38085	0.360147	0.1465051	0.04949883	-0.4224151	-0.06027521	0.1603287	0.1322673	-0.02923236	-0.06225779	-0.4421964	0.2332182	0.3432829	-0.03068411	-0.02399172	0.1195465	-0.1397177	0.2283142	-0.01901248	0.07736885	0.07243527	0.02230713	-0.2213378	-0.0526094	-0.05603169	-0.4694642	-0.3212783	-0.3714151	0.102028	-0.2523143	0.1233374	0.1759045	0.08551408	0.2007418	0.1898922	0.1138303	0.07524702	0.2458991	0.2162913	-0.05666119	-0.2408379	0.2498015	0.3991745	-0.04825015
839	[1]	-0.2078157	-0.2078157	0.1440121	0.5821637	-0.2419806	0.5122531	0.1969428	0.01608989	0.5671423	0.349147	0.4291911	-0.4627192	0.3091735	0.5110216	0.6719928	-0.3233417	0.2963412	-0.214201	0.3529701	0.2207486	-0.5293034	0.4952653	-0.2015404	0.3396846	0.515377	0.2556788	0.61009	0.2317031	-0.20096	-0.2287725	0.2851159	-0.2497482	-0.4398253	-0.485483	-0.4704582	0.4248515	-0.13578	0.1705859	0.4112328	0.3608866	0.6935067	0.311258	0.5347382	0.6301003	0.4231939	0.4375503	0.1344238	-0.6120482	-0.3090967	-0.1041697	0.3350175
840	[1]	0.168948	0.168948	-0.2153872	-0.5881998	0.2625829	-0.6324904	-0.3328483	0.04208455	-0.5964452	-0.4917514	-0.3990536	0.4321507	-0.3670998	-0.4098323	-0.5934233	0.3992887	-0.1769721	0.03736088	-0.3920329	-0.2189693	0.4516284	-0.3984799	0.2867432	-0.4070631	-0.4557185	-0.2149647	-0.640504	-0.245557	0.3303298	0.2516284	-0.1865583	0.1042995	0.3461841	0.5759419	0.3953606	-0.4650215	0.2127442	-0.1320192	-0.3764523	-0.474765	-0.646662	-0.2621478	-0.5742744	-0.5431767	-0.389887	-0.4136492	-0.1701541	0.3874249	0.2742437	0.195058	-0.449477
841	[1]	-0.1283517	-0.1283517	0.1728543	0.5951251	-0.4901234	0.7576216	0.1859209	0.1606189	0.761388	0.549023	0.5273945	-0.6179755	0.2799801	0.526606	0.6666047	-0.4650071	0.156357	-0.2195603	0.5270517	0.2791837	-0.3201511	0.445106	-0.1209897	0.3231479	0.5664932	0.06743184	0.6859757	0.2766597	-0.2303165	-0.3447888	0.117131	-0.1704688	-0.5727077	-0.6894189	-0.6272193	0.3921292	-0.3589312	0.1655095	0.4201542	0.3466436	0.7471591	0.3606834	0.5933988	0.5576503	0.5966977	0.6347448	0.1487771	-0.6292871	-0.2045795	0.07280225	0.3486699
842	[1]	0.2152138	0.2152138	-0.2210952	-0.2438854	-0.1635184	-0.05181724	-0.1658554	0.1506687	-0.2533576	0.03225539	-0.0391178	0.0841312	-0.1274095	-0.2769123	-0.2165671	-0.06760389	-0.3895143	0.0704698	0.1092498	0.02190331	0.5255294	-0.1661712	0.3037247	-0.3571796	-0.02720889	-0.48147	-0.3519842	-0.03223095	0.01154138	-0.1146079	-0.2760095	-0.09804726	0.09663866	0.09155473	0.005593581	-0.3374075	-0.189089	-0.04959697	0.01615454	-0.3340168	-0.225363	-0.04716341	-0.2333641	-0.3079603	-0.04862533	0.01391939	-0.001925482	0.1452197	0.1699832	0.2146876	-0.4735704
843	[1]	-0.2960964	-0.2960964	0.07784106	-0.009607984	-0.1530718	-0.0002027365	-0.1083736	-0.2017683	-0.01267324	0.1944089	0.05028914	0.1272501	-0.03157651	-0.2480469	-0.2286622	-0.06775423	-0.06413541	0.2706247	0.03237745	-0.06998558	0.2057345	-0.1367749	-0.02347877	0.2348315	-0.1336295	0.06556136	-0.1752899	0.1612339	-0.02079155	0.02046503	0.03856485	0.1467807	0.3591187	-0.04145822	0.2961974	0.07251746	0.01392996	0.166869	-0.09167971	-0.08438731	-0.1066731	0.01111461	0.1480756	-0.1965104	0.08385957	-0.03496195	-0.2209171	0.2499778	0.03582301	-0.07395527	0.1031737
844	[1]	0.1830952	0.1830952	-0.1021332	-0.5136874	0.1304607	-0.6462447	-0.1002451	0.03133024	-0.6663733	-0.3794809	-0.2759381	0.4764117	-0.2418326	-0.4906517	-0.6015777	0.1018475	-0.1476136	0.1970332	-0.4326772	-0.3295468	0.4358297	-0.2965261	0.190937	-0.2932251	-0.4986899	-0.3327932	-0.6273284	-0.1050611	0.1104826	0.1841337	-0.1881375	0.1814533	0.5382687	0.6070473	0.5266611	-0.5177072	0.1493447	-0.201894	-0.3545976	-0.4733994	-0.6550556	-0.221608	-0.5591588	-0.5757538	-0.3524976	-0.3453687	-0.1740945	0.4547951	0.129806	0.02355262	-0.36627
845	[1]	0.1259061	0.1259061	0.1250746	-0.06433059	0.3466842	-0.2740838	0.1165552	-0.06527626	-0.1426302	-0.1750041	-0.07350667	0.04521657	-0.08065605	-0.07493224	-0.01978415	0.354685	0.1739076	0.1946476	-0.2102653	0.1153982	-0.06581214	0.03451527	0.09981261	0.08891282	-0.02888658	0.1114438	-0.06881053	-0.1125673	-0.03476071	0.1002447	0.1139301	-0.02025563	0.2475253	0.2038158	0.1361383	0.06213105	0.1895321	-0.1366646	-0.1106127	-0.1111401	-0.09831647	0.02754832	-0.09092868	0.02939155	-0.09900849	-0.3066747	-0.07064493	0.1985916	-0.09457677	-0.2176335	-0.05397498
846	[1]	-0.01232989	-0.01232989	0.01372135	0.3711489	-0.4300204	0.6392147	-0.166605	0.2680727	0.5760755	0.4948052	0.2635594	-0.5644704	-0.009391694	0.05488907	0.1728494	-0.3500249	-0.05278651	-0.2339128	0.4359732	0.4109822	-0.06067985	0.1022081	0.138071	0.03847031	0.4938052	0.02142127	0.2962067	0.198397	-0.01769144	-0.1888781	0.08312777	-0.2551764	-0.4408006	-0.588347	-0.469423	0.2821481	-0.4354819	0.434959	0.486701	0.2096905	0.3598837	0.1163509	0.5338832	0.3249294	0.5031783	0.4385242	-0.01072907	-0.3792167	0.2735863	0.3101556	0.07154998
847	[1]	-0.1109986	-0.1109986	0.09110925	0.3612773	-0.4525274	0.5127274	0.2354962	0.1070049	0.4355581	0.433893	0.2805693	-0.4979121	0.08097692	0.1523527	0.3272234	-0.375337	-0.03900597	0.01832732	0.2713567	0.1314474	-0.169583	0.2454873	0.00155502	0.2932089	0.3788	-0.09444152	0.3820954	0.08156694	-0.3434348	-0.3312908	-0.01818531	-0.031632	-0.2461836	-0.5670856	-0.3287442	0.2855616	-0.2949024	0.1102837	0.2690882	0.03947176	0.4006794	0.06508737	0.4585334	0.3490017	0.2468799	0.4691581	0.03458826	-0.4795209	-0.1649109	-0.09094719	0.2529534
848	[1]	-0.06305069	-0.06305069	0.001078962	-0.5567153	0.1650561	-0.7146794	-0.03772291	-0.2815014	-0.6235392	-0.4443557	-0.3546307	0.6289877	-0.1443958	-0.3334224	-0.4805171	0.373022	-0.142288	0.2130203	-0.5206408	-0.4647224	0.1651715	-0.3200627	-0.02060825	-0.0743883	-0.6000031	-0.08379605	-0.5507715	-0.1874788	0.07839748	0.1415354	-0.263376	0.577914	0.5865922	0.5583396	0.7161273	-0.3230255	0.261637	-0.3692648	-0.6302515	-0.3942815	-0.5707507	-0.1635082	-0.4915708	-0.6080137	-0.4222743	-0.4965302	-0.3121288	0.593887	-0.009245561	-0.1378167	0.0007768002
849	[1]	0.1188174	0.1188174	-0.0173779	0.03042494	-0.09281488	0.192855	-0.1734226	0.2854543	0.1497347	0.06471018	0.02695395	-0.4045176	0.003995914	0.04020952	0.137156	0.09212054	-0.1070432	-0.03480197	0.06799335	0.1599087	0.09054088	-0.0195756	0.1403558	0.0007189001	0.05801979	-0.1892327	0.07837144	0.0194984	-0.04066942	-0.1610654	-0.09514454	-0.1332359	-0.2389297	-0.1764845	-0.2483867	-0.0544149	-0.04454302	-0.08647212	-0.08167197	-0.198885	0.1649937	0.04710765	-0.05194386	-0.09298538	0.0694132	0.1598612	-0.05656351	-0.1274914	0.1354979	0.04603896	-0.1841527
850	[1]	-0.04648492	-0.04648492	0.03013744	0.5476623	-0.3186667	0.7087961	0.007481712	0.1999888	0.654523	0.5174374	0.4242664	-0.6913835	0.1506105	0.3597485	0.4963664	-0.3338581	0.05853345	-0.2432017	0.5711854	0.5413713	-0.237851	0.339796	0.04714991	0.1226513	0.7064956	0.1509598	0.4624072	0.2829854	-0.1952739	-0.3524104	0.2410928	-0.3236509	-0.5280353	-0.6756752	-0.594587	0.3721364	-0.3014735	0.4449745	0.636089	0.3667578	0.6049578	0.2588593	0.6587517	0.5783058	0.5823942	0.4433577	0.2148177	-0.5798927	0.01748487	0.1458864	0.05691492
